dim0,dim1,y
39942.0,,2.0
,80406.0,1.0
39822.0,,6.0
,242047.0,3.0
39782.0,550864.0,6.0
39748.0,,9.0
,911717.0,10.0
,535400.0,6.0
39699.0,911305.0,10.0
39656.0,,6.0
39649.0,,3.0
,721511.0,8.0
39634.0,353151.0,4.0
39630.0,357600.0,4.0
39591.0,,9.0
39504.0,456419.0,5.0
39487.0,,3.0
39442.0,914848.0,10.0
,49883.0,1.0
,185302.0,2.0
,143560.0,2.0
,925933.0,10.0
39305.0,539894.0,6.0
,787012.0,9.0
39288.0,,5.0
39287.0,524367.0,6.0
,275441.0,3.0
39164.0,392624.0,4.0
39148.0,,9.0
39122.0,,2.0
,734844.0,8.0
,583302.0,6.0
,114922.0,1.0
,628966.0,7.0
,349684.0,4.0
,343979.0,4.0
,409982.0,5.0
38857.0,809501.0,9.0
38853.0,645222.0,7.0
38829.0,,10.0
,266027.0,3.0
,898433.0,10.0
38775.0,,3.0
38760.0,44572.0,1.0
38755.0,292316.0,3.0
38744.0,,6.0
38720.0,57185.0,1.0
38671.0,,5.0
,120594.0,1.0
38645.0,,3.0
38644.0,693237.0,8.0
,642047.0,7.0
38566.0,725512.0,8.0
,699219.0,8.0
38540.0,644689.0,7.0
38527.0,,8.0
38502.0,885826.0,10.0
38459.0,786132.0,9.0
38374.0,477609.0,5.0
38335.0,692938.0,8.0
38329.0,,4.0
38301.0,347578.0,4.0
,854365.0,9.0
38276.0,700340.0,8.0
38221.0,259058.0,3.0
,277389.0,3.0
38211.0,,9.0
38201.0,955338.0,10.0
,807927.0,9.0
38064.0,218500.0,2.0
,271021.0,3.0
,623060.0,7.0
37921.0,,6.0
37817.0,384732.0,4.0
37773.0,,10.0
37745.0,746698.0,8.0
37740.0,254449.0,3.0
37716.0,560023.0,6.0
37710.0,149413.0,2.0
,274650.0,3.0
,496596.0,6.0
37601.0,538683.0,6.0
37570.0,215459.0,2.0
37540.0,,3.0
,542677.0,6.0
37515.0,182742.0,2.0
37478.0,922426.0,10.0
37467.0,,8.0
37448.0,260198.0,3.0
37397.0,919008.0,10.0
37390.0,924863.0,10.0
,125846.0,1.0
37331.0,,2.0
,534699.0,6.0
37301.0,545344.0,6.0
,915476.0,10.0
,98040.0,1.0
37176.0,707093.0,8.0
37165.0,,5.0
,226436.0,3.0
37135.0,,2.0
37056.0,,3.0
37037.0,149619.0,2.0
37036.0,784506.0,9.0
37031.0,918299.0,10.0
36884.0,,4.0
,69921.0,1.0
36834.0,,7.0
36818.0,,6.0
36732.0,911148.0,10.0
36727.0,828451.0,9.0
36615.0,56398.0,1.0
36577.0,45435.0,1.0
,269620.0,3.0
,453575.0,5.0
,806519.0,9.0
36484.0,,9.0
36460.0,150321.0,2.0
36448.0,797208.0,9.0
,942220.0,10.0
,292025.0,3.0
36255.0,,3.0
,908172.0,10.0
,910781.0,10.0
36116.0,600384.0,7.0
,70339.0,1.0
36062.0,765692.0,8.0
36058.0,,5.0
36052.0,539481.0,6.0
,660801.0,7.0
36024.0,649404.0,7.0
36017.0,103696.0,1.0
35898.0,607202.0,7.0
35892.0,339407.0,4.0
35864.0,,6.0
,717236.0,8.0
35778.0,,9.0
35747.0,737666.0,8.0
35736.0,890879.0,10.0
35730.0,171812.0,2.0
35653.0,355334.0,4.0
35646.0,513699.0,6.0
35642.0,619667.0,7.0
35617.0,,1.0
35554.0,,1.0
35545.0,,4.0
,121657.0,1.0
35513.0,635146.0,7.0
,635543.0,7.0
35432.0,,4.0
,736919.0,8.0
35398.0,654727.0,7.0
,647239.0,7.0
35336.0,,1.0
35330.0,,1.0
35206.0,594085.0,7.0
35142.0,,7.0
35136.0,722744.0,8.0
,819074.0,9.0
,469761.0,5.0
34965.0,896733.0,10.0
34912.0,,7.0
34883.0,69209.0,1.0
34806.0,85481.0,1.0
34768.0,,2.0
34627.0,68266.0,1.0
,179254.0,2.0
34600.0,,7.0
34568.0,,2.0
,772087.0,8.0
34508.0,,7.0
,885990.0,10.0
34392.0,,4.0
34366.0,623559.0,7.0
34205.0,914148.0,10.0
34189.0,,6.0
34098.0,,5.0
,914364.0,10.0
,651458.0,7.0
33838.0,918976.0,10.0
,713410.0,8.0
33828.0,447523.0,5.0
33748.0,,3.0
,252297.0,3.0
33740.0,,2.0
,248592.0,3.0
,84894.0,1.0
33641.0,,4.0
33613.0,461880.0,5.0
33581.0,915674.0,10.0
33474.0,243859.0,3.0
,536927.0,6.0
33445.0,754131.0,8.0
,387599.0,4.0
,256879.0,3.0
,168154.0,2.0
33243.0,147037.0,2.0
33205.0,809754.0,9.0
33188.0,,4.0
33170.0,560219.0,6.0
33129.0,,5.0
33088.0,,9.0
33050.0,,10.0
,345936.0,4.0
,921067.0,10.0
32910.0,,7.0
32842.0,,10.0
,310130.0,3.0
32593.0,195882.0,2.0
32553.0,518430.0,6.0
32544.0,,1.0
,912286.0,10.0
32238.0,250857.0,3.0
,496663.0,6.0
32125.0,614191.0,7.0
,455414.0,5.0
32029.0,,10.0
32027.0,895317.0,10.0
,882653.0,10.0
31992.0,788791.0,9.0
,745007.0,8.0
31919.0,542327.0,6.0
,514639.0,6.0
,635005.0,7.0
31788.0,,3.0
,634257.0,7.0
,874322.0,10.0
31749.0,204908.0,2.0
31741.0,,6.0
,137376.0,2.0
31619.0,,1.0
31588.0,519755.0,6.0
31432.0,622966.0,7.0
31420.0,,1.0
,248751.0,3.0
31279.0,,3.0
31277.0,,1.0
,172808.0,2.0
,167721.0,2.0
31124.0,469373.0,5.0
31124.0,638730.0,7.0
31067.0,,5.0
,213949.0,2.0
,738482.0,8.0
,250740.0,3.0
30960.0,595832.0,7.0
,449187.0,5.0
30815.0,,9.0
,835565.0,9.0
30734.0,211364.0,2.0
30488.0,472500.0,5.0
30410.0,553891.0,6.0
30309.0,,3.0
30240.0,,7.0
,410979.0,5.0
,204678.0,2.0
30053.0,656749.0,7.0
30047.0,891451.0,10.0
29819.0,704993.0,8.0
29738.0,,4.0
29610.0,341089.0,4.0
29591.0,717828.0,8.0
29507.0,,10.0
29439.0,,5.0
29391.0,314641.0,4.0
,651843.0,7.0
29158.0,,9.0
28963.0,,2.0
28885.0,,3.0
28859.0,638016.0,7.0
28771.0,873443.0,10.0
,177229.0,2.0
28694.0,819742.0,9.0
,173833.0,2.0
28471.0,,9.0
28470.0,,5.0
,81675.0,1.0
,91680.0,1.0
28384.0,,3.0
28356.0,,6.0
28241.0,180070.0,2.0
28208.0,277737.0,3.0
27985.0,900463.0,10.0
27925.0,901773.0,10.0
27835.0,208220.0,2.0
27782.0,712942.0,8.0
27767.0,,4.0
27753.0,811718.0,9.0
,361072.0,4.0
27451.0,280214.0,3.0
27436.0,,2.0
,165301.0,2.0
27362.0,79751.0,1.0
,656490.0,7.0
,94283.0,1.0
,720742.0,8.0
27128.0,81936.0,1.0
27095.0,243956.0,3.0
26945.0,,7.0
26823.0,,1.0
26797.0,743541.0,8.0
26757.0,343632.0,4.0
,180665.0,2.0
26610.0,343289.0,4.0
26435.0,,7.0
26338.0,,3.0
,730548.0,8.0
26156.0,,3.0
26112.0,137487.0,2.0
,71269.0,1.0
25999.0,,3.0
25958.0,,7.0
25948.0,,9.0
25859.0,,6.0
25804.0,547345.0,6.0
,790661.0,9.0
,769857.0,8.0
25648.0,,5.0
25632.0,,5.0
25620.0,559114.0,6.0
25527.0,,1.0
,897016.0,10.0
25281.0,109130.0,1.0
25219.0,915687.0,10.0
25197.0,294165.0,3.0
25088.0,,5.0
25001.0,,4.0
24855.0,261147.0,3.0
24805.0,,6.0
24735.0,,3.0
,835374.0,9.0
24676.0,596472.0,7.0
24674.0,212531.0,2.0
24661.0,,9.0
24639.0,477730.0,5.0
24615.0,,10.0
24503.0,591990.0,7.0
,903536.0,10.0
23915.0,,5.0
,241556.0,3.0
23441.0,,10.0
,547197.0,6.0
23424.0,,9.0
,216135.0,2.0
22454.0,63280.0,1.0
21944.0,532792.0,6.0
21923.0,186491.0,2.0
,86607.0,1.0
21824.0,,9.0
21705.0,,1.0
21605.0,106147.0,1.0
21595.0,714134.0,8.0
,471340.0,5.0
21057.0,,8.0
21055.0,279466.0,3.0
21009.0,816395.0,9.0
20991.0,,5.0
,346657.0,4.0
,481984.0,5.0
20360.0,668758.0,7.0
20353.0,,10.0
19511.0,,1.0
,67756.0,1.0
,297588.0,3.0
18976.0,43029.0,1.0
18522.0,,1.0
18480.0,805297.0,9.0
18337.0,102122.0,1.0
18028.0,547182.0,6.0
17803.0,,6.0
,242149.0,3.0
17406.0,,7.0
,797457.0,9.0
,185388.0,2.0
16931.0,,6.0
16590.0,538449.0,6.0
16156.0,899631.0,10.0
15993.0,754505.0,8.0
15894.0,,2.0
,370526.0,4.0
15591.0,174560.0,2.0
15247.0,,1.0
,125514.0,1.0
13978.0,,9.0
,199497.0,2.0
,848814.0,9.0
,82854.0,1.0
11323.0,,8.0
,646266.0,7.0
,882078.0,10.0
9223.0,,2.0
8973.0,,1.0
8118.0,622660.0,7.0
8094.0,417063.0,5.0
,620712.0,7.0
,55676.0,1.0
5369.0,587790.0,6.0
,67649.0,1.0
1371.0,571976.0,6.0
58208.0,,2.0
58219.0,840116.0,9.0
58236.0,820137.0,9.0
58257.0,956720.0,10.0
58263.0,,6.0
58263.0,,7.0
,727242.0,8.0
58278.0,537137.0,6.0
58283.0,,2.0
58287.0,,2.0
58301.0,197687.0,2.0
58307.0,614237.0,7.0
58340.0,,10.0
58343.0,908576.0,10.0
,745186.0,8.0
,443436.0,5.0
58366.0,,5.0
58369.0,,4.0
58377.0,249149.0,3.0
58390.0,,5.0
58398.0,,3.0
58429.0,,3.0
58443.0,77127.0,1.0
58456.0,618788.0,7.0
,433428.0,5.0
58471.0,646649.0,7.0
,283990.0,3.0
,910638.0,10.0
58479.0,457854.0,5.0
58484.0,,2.0
58497.0,,5.0
58511.0,257171.0,3.0
,942131.0,10.0
58521.0,337760.0,4.0
,891174.0,10.0
58531.0,286700.0,3.0
58535.0,,2.0
58559.0,89081.0,1.0
,163074.0,2.0
58581.0,,9.0
58592.0,162829.0,2.0
58604.0,467185.0,5.0
58612.0,103248.0,1.0
,795488.0,9.0
58629.0,372490.0,4.0
,537496.0,6.0
,396121.0,4.0
58686.0,,2.0
58705.0,647680.0,7.0
58706.0,,9.0
,853866.0,9.0
58736.0,,9.0
58742.0,248573.0,3.0
58749.0,630436.0,7.0
58755.0,,1.0
58776.0,,7.0
58778.0,90821.0,1.0
58827.0,100725.0,1.0
58868.0,,8.0
58882.0,103312.0,1.0
58889.0,,3.0
58898.0,619089.0,7.0
58922.0,888928.0,10.0
58932.0,100596.0,1.0
,368498.0,4.0
58960.0,376582.0,4.0
,829870.0,9.0
,604424.0,7.0
58972.0,,3.0
59016.0,,6.0
59019.0,366693.0,4.0
59025.0,90174.0,1.0
59031.0,,4.0
59040.0,375569.0,4.0
59050.0,,2.0
59056.0,380914.0,4.0
59058.0,,6.0
59061.0,461825.0,5.0
59061.0,812568.0,9.0
59062.0,116888.0,1.0
,255652.0,3.0
,180432.0,2.0
59072.0,805447.0,9.0
59077.0,533088.0,6.0
59091.0,,5.0
59097.0,,8.0
59108.0,441518.0,5.0
59132.0,90323.0,1.0
59139.0,,3.0
59156.0,,7.0
59158.0,290622.0,3.0
59163.0,,5.0
59167.0,901602.0,10.0
,439762.0,5.0
59191.0,136850.0,2.0
,86819.0,1.0
59217.0,658904.0,7.0
59221.0,,9.0
59235.0,,2.0
59240.0,394075.0,4.0
59241.0,889481.0,10.0
59245.0,,5.0
59258.0,,2.0
59258.0,,6.0
59262.0,762570.0,8.0
59285.0,70313.0,1.0
,730872.0,8.0
59288.0,,6.0
,733984.0,8.0
59304.0,,7.0
59304.0,619462.0,7.0
,826640.0,9.0
59317.0,340280.0,4.0
,350920.0,4.0
59325.0,89501.0,1.0
59342.0,152950.0,2.0
59349.0,613143.0,7.0
59363.0,735456.0,8.0
59365.0,942674.0,10.0
59372.0,,4.0
59397.0,,5.0
59403.0,,5.0
59423.0,751412.0,8.0
59459.0,,8.0
59466.0,921188.0,10.0
59468.0,,4.0
59474.0,262676.0,3.0
,615286.0,7.0
,119634.0,1.0
59494.0,661537.0,7.0
59519.0,680784.0,8.0
,452736.0,5.0
59522.0,291126.0,3.0
,73378.0,1.0
59531.0,,3.0
59535.0,,8.0
,797795.0,9.0
59548.0,,5.0
59550.0,,5.0
59563.0,727877.0,8.0
59569.0,503657.0,6.0
,434203.0,5.0
59579.0,279280.0,3.0
,178233.0,2.0
59638.0,70927.0,1.0
59639.0,,10.0
59647.0,,1.0
,75112.0,1.0
59676.0,,6.0
59683.0,317357.0,4.0
59687.0,,7.0
59691.0,,10.0
,950235.0,10.0
59704.0,633063.0,7.0
59716.0,,4.0
59718.0,,10.0
59729.0,708685.0,8.0
59747.0,935072.0,10.0
59753.0,600541.0,7.0
59770.0,450933.0,5.0
59774.0,,6.0
59775.0,395698.0,4.0
,121271.0,1.0
59781.0,631896.0,7.0
59791.0,,8.0
59803.0,908013.0,10.0
,205333.0,2.0
59807.0,84835.0,1.0
,253190.0,3.0
59831.0,896221.0,10.0
59833.0,652613.0,7.0
,75006.0,1.0
59840.0,267398.0,3.0
,213986.0,2.0
,354048.0,4.0
59881.0,808916.0,9.0
59885.0,,1.0
59894.0,,6.0
59895.0,903856.0,10.0
59896.0,,1.0
,87212.0,1.0
59904.0,154257.0,2.0
59905.0,718334.0,8.0
59909.0,356258.0,4.0
,547984.0,6.0
59917.0,,3.0
59921.0,,9.0
,75505.0,1.0
,86636.0,1.0
59934.0,,8.0
59942.0,,10.0
59956.0,875789.0,10.0
59958.0,,4.0
,213091.0,2.0
59968.0,908959.0,10.0
,368335.0,4.0
59974.0,185403.0,2.0
59980.0,263609.0,3.0
,736197.0,8.0
60002.0,527540.0,6.0
60003.0,,8.0
60012.0,456591.0,5.0
,905376.0,10.0
60021.0,,1.0
60034.0,,9.0
60034.0,96363.0,1.0
,912614.0,10.0
60062.0,,2.0
60068.0,163219.0,2.0
60073.0,911202.0,10.0
60077.0,,10.0
60089.0,,5.0
,260712.0,3.0
60094.0,669889.0,7.0
60095.0,,4.0
60105.0,833028.0,9.0
60128.0,,7.0
60133.0,660765.0,7.0
60135.0,174071.0,2.0
60142.0,,8.0
60160.0,346748.0,4.0
60167.0,84195.0,1.0
60170.0,925554.0,10.0
60174.0,208063.0,2.0
60180.0,,1.0
60185.0,933608.0,10.0
60217.0,,5.0
60217.0,539456.0,6.0
60226.0,720005.0,8.0
,263879.0,3.0
60234.0,,9.0
,827507.0,9.0
,390246.0,4.0
,727620.0,8.0
60287.0,,6.0
60289.0,157441.0,2.0
60297.0,,6.0
,926016.0,10.0
,713206.0,8.0
60327.0,,7.0
,456742.0,5.0
60356.0,312078.0,4.0
60359.0,190262.0,2.0
60364.0,379000.0,4.0
60374.0,522526.0,6.0
60376.0,,7.0
,880193.0,10.0
60395.0,,4.0
,271931.0,3.0
,68633.0,1.0
,555438.0,6.0
60405.0,,6.0
60413.0,,7.0
,930304.0,10.0
60416.0,,5.0
60416.0,369599.0,4.0
,224300.0,3.0
60442.0,251848.0,3.0
,436622.0,5.0
60454.0,439981.0,5.0
60459.0,67082.0,1.0
60495.0,,5.0
60503.0,434169.0,5.0
,145936.0,2.0
60506.0,560443.0,6.0
,791914.0,9.0
60533.0,,7.0
60545.0,,8.0
,77225.0,1.0
60577.0,,8.0
60584.0,703720.0,8.0
60598.0,365557.0,4.0
60599.0,,10.0
60602.0,70511.0,1.0
60603.0,323705.0,4.0
60603.0,257300.0,3.0
60607.0,455066.0,5.0
60607.0,449746.0,5.0
60617.0,209577.0,2.0
60623.0,535965.0,6.0
60642.0,,5.0
60643.0,847649.0,9.0
60652.0,538136.0,6.0
,812497.0,9.0
,939089.0,10.0
60683.0,158870.0,2.0
60685.0,,4.0
60690.0,508884.0,6.0
60714.0,710711.0,8.0
60716.0,,4.0
60732.0,626764.0,7.0
60746.0,787053.0,9.0
60750.0,,10.0
,443695.0,5.0
60789.0,562920.0,6.0
60795.0,,1.0
60802.0,43441.0,1.0
60809.0,271620.0,3.0
,276038.0,3.0
,727189.0,8.0
60844.0,602203.0,7.0
,716036.0,8.0
,59556.0,1.0
60883.0,195569.0,2.0
60884.0,,2.0
,541324.0,6.0
60905.0,691517.0,8.0
,909004.0,10.0
60917.0,437880.0,5.0
60921.0,113106.0,1.0
60922.0,103716.0,1.0
60932.0,851636.0,9.0
,734183.0,8.0
,350573.0,4.0
,229023.0,3.0
60948.0,,9.0
60968.0,176668.0,2.0
,94313.0,1.0
60975.0,621368.0,7.0
60993.0,,4.0
,818139.0,9.0
,819344.0,9.0
,73265.0,1.0
61014.0,,1.0
,279075.0,3.0
61028.0,735452.0,8.0
61030.0,734877.0,8.0
,637962.0,7.0
61034.0,435263.0,5.0
,261008.0,3.0
61050.0,434113.0,5.0
,266406.0,3.0
61066.0,,9.0
61070.0,361681.0,4.0
61070.0,634137.0,7.0
61083.0,284576.0,3.0
61094.0,299796.0,3.0
,207691.0,2.0
61111.0,886051.0,10.0
,199408.0,2.0
61127.0,,9.0
61128.0,75893.0,1.0
61132.0,364188.0,4.0
61136.0,913270.0,10.0
,887065.0,10.0
61191.0,,10.0
61200.0,124029.0,1.0
61202.0,,3.0
61219.0,,5.0
,89483.0,1.0
,186703.0,2.0
,183044.0,2.0
,450082.0,5.0
61267.0,,4.0
61269.0,,7.0
61270.0,817644.0,9.0
61297.0,288249.0,3.0
,72315.0,1.0
61322.0,181041.0,2.0
61324.0,95093.0,1.0
61351.0,611997.0,7.0
61361.0,513905.0,6.0
61362.0,729701.0,8.0
61366.0,,8.0
61368.0,645962.0,7.0
,917961.0,10.0
61386.0,247603.0,3.0
61388.0,,4.0
61399.0,731028.0,8.0
,889725.0,10.0
,401491.0,4.0
61415.0,907757.0,10.0
61422.0,468857.0,5.0
61425.0,508303.0,6.0
,550111.0,6.0
61440.0,,7.0
,250494.0,3.0
61449.0,,8.0
61460.0,,6.0
,632873.0,7.0
61481.0,824203.0,9.0
61488.0,730017.0,8.0
61491.0,,3.0
61495.0,332068.0,4.0
,381496.0,4.0
,638632.0,7.0
,547611.0,6.0
61516.0,860759.0,9.0
61518.0,,4.0
61525.0,,10.0
61537.0,,4.0
61549.0,,2.0
61552.0,267733.0,3.0
61561.0,,8.0
61562.0,792977.0,9.0
,319289.0,4.0
61566.0,,4.0
61571.0,504226.0,6.0
,155364.0,2.0
61607.0,555068.0,6.0
61608.0,,6.0
,252606.0,3.0
61620.0,,9.0
61628.0,157005.0,2.0
61643.0,572939.0,6.0
61644.0,656046.0,7.0
,250759.0,3.0
61679.0,848635.0,9.0
,676227.0,7.0
61684.0,,10.0
61687.0,,8.0
61688.0,,2.0
,539063.0,6.0
61718.0,562058.0,6.0
61722.0,,9.0
61722.0,,5.0
61727.0,,7.0
61737.0,,5.0
61737.0,,7.0
,725840.0,8.0
61759.0,442490.0,5.0
,906784.0,10.0
61786.0,,10.0
,276894.0,3.0
61794.0,93923.0,1.0
61794.0,353239.0,4.0
61794.0,,7.0
61798.0,550379.0,6.0
61815.0,734407.0,8.0
61824.0,795571.0,9.0
61838.0,,2.0
61844.0,172905.0,2.0
,704525.0,8.0
61875.0,,9.0
61882.0,187139.0,2.0
61890.0,643644.0,7.0
,174840.0,2.0
61894.0,820653.0,9.0
,377108.0,4.0
,809659.0,9.0
61937.0,,7.0
,637526.0,7.0
61952.0,285832.0,3.0
61952.0,429132.0,5.0
61971.0,,5.0
61974.0,256141.0,3.0
61978.0,274612.0,3.0
61983.0,933156.0,10.0
61988.0,,5.0
61996.0,,6.0
61999.0,740601.0,8.0
62004.0,279627.0,3.0
62007.0,,2.0
62018.0,351750.0,4.0
62023.0,201194.0,2.0
62023.0,152482.0,2.0
,799428.0,9.0
,898168.0,10.0
62059.0,850599.0,9.0
62067.0,,3.0
62070.0,,6.0
62077.0,41997.0,1.0
62079.0,,5.0
62083.0,,6.0
62091.0,564671.0,6.0
62091.0,472485.0,5.0
62095.0,,9.0
62098.0,264291.0,3.0
,765703.0,8.0
,204574.0,2.0
62132.0,523748.0,6.0
62146.0,,1.0
,345888.0,4.0
62150.0,,9.0
,628970.0,7.0
62172.0,625072.0,7.0
62199.0,467025.0,5.0
62238.0,691559.0,8.0
62242.0,,9.0
,166344.0,2.0
62244.0,275000.0,3.0
62244.0,,2.0
62250.0,,6.0
62273.0,555557.0,6.0
62287.0,,3.0
62293.0,,2.0
,162009.0,2.0
,319694.0,4.0
62330.0,,2.0
,749137.0,8.0
,799791.0,9.0
62343.0,247380.0,3.0
62361.0,224446.0,3.0
62362.0,,4.0
,647161.0,7.0
62385.0,,9.0
62393.0,68066.0,1.0
62393.0,768952.0,8.0
,823927.0,9.0
62425.0,,7.0
62427.0,243412.0,3.0
62437.0,,4.0
62440.0,,1.0
,605654.0,7.0
62448.0,,7.0
,169491.0,2.0
62487.0,,4.0
62492.0,894744.0,10.0
62497.0,,4.0
62507.0,,3.0
62512.0,79211.0,1.0
62519.0,,10.0
,828228.0,9.0
62549.0,885621.0,10.0
62550.0,,10.0
62561.0,810939.0,9.0
,156408.0,2.0
,524560.0,6.0
,400070.0,4.0
62589.0,,10.0
62598.0,,6.0
,69457.0,1.0
62604.0,440463.0,5.0
62612.0,565929.0,6.0
62618.0,459327.0,5.0
,430642.0,5.0
62631.0,889036.0,10.0
62631.0,,8.0
62634.0,354265.0,4.0
62643.0,829691.0,9.0
62648.0,95616.0,1.0
62650.0,,9.0
,381687.0,4.0
62658.0,680061.0,7.0
62663.0,708516.0,8.0
62673.0,,6.0
62680.0,266777.0,3.0
62690.0,,5.0
62707.0,208100.0,2.0
62709.0,,9.0
,929652.0,10.0
,619235.0,7.0
62718.0,419695.0,5.0
,83327.0,1.0
62727.0,,8.0
62733.0,,9.0
62745.0,823348.0,9.0
,919144.0,10.0
62747.0,191287.0,2.0
62751.0,441589.0,5.0
,62013.0,1.0
,209023.0,2.0
62773.0,,7.0
62773.0,,3.0
62773.0,,5.0
62789.0,851674.0,9.0
,758502.0,8.0
,324014.0,4.0
62804.0,,6.0
62808.0,,6.0
62809.0,,4.0
62815.0,270183.0,3.0
62826.0,,6.0
,301913.0,3.0
,629280.0,7.0
,491342.0,5.0
62842.0,262842.0,3.0
62852.0,,10.0
62854.0,735487.0,8.0
62860.0,,10.0
62880.0,75522.0,1.0
62898.0,536006.0,6.0
62907.0,,5.0
62934.0,402379.0,4.0
62936.0,166118.0,2.0
62953.0,,5.0
62955.0,292385.0,3.0
62973.0,,3.0
62975.0,660773.0,7.0
62976.0,621723.0,7.0
63021.0,829149.0,9.0
63036.0,375315.0,4.0
,581103.0,6.0
,698630.0,8.0
63065.0,257281.0,3.0
63075.0,,3.0
,797602.0,9.0
63083.0,174722.0,2.0
,505735.0,6.0
63107.0,746751.0,8.0
,504457.0,6.0
,823471.0,9.0
,900341.0,10.0
,48317.0,1.0
63140.0,,7.0
63152.0,58670.0,1.0
63152.0,,8.0
63171.0,250916.0,3.0
63178.0,242656.0,3.0
63193.0,722362.0,8.0
63193.0,364585.0,4.0
63196.0,,8.0
,821752.0,9.0
63213.0,85522.0,1.0
63217.0,701730.0,8.0
63220.0,,5.0
63226.0,,4.0
,798219.0,9.0
,818084.0,9.0
,292482.0,3.0
63265.0,84419.0,1.0
63273.0,795781.0,9.0
63284.0,,4.0
63289.0,693039.0,8.0
63292.0,548362.0,6.0
63310.0,,4.0
63321.0,,7.0
63344.0,608097.0,7.0
63347.0,,5.0
63351.0,459762.0,5.0
63354.0,434964.0,5.0
63355.0,916868.0,10.0
,736893.0,8.0
63366.0,,5.0
63371.0,,3.0
63388.0,533380.0,6.0
63402.0,,7.0
63406.0,,5.0
63410.0,,4.0
63411.0,146818.0,2.0
,640253.0,7.0
63423.0,255934.0,3.0
63430.0,593696.0,7.0
63460.0,169126.0,2.0
,172227.0,2.0
63483.0,826748.0,9.0
,541891.0,6.0
63500.0,,4.0
63507.0,190410.0,2.0
63508.0,,4.0
63508.0,823130.0,9.0
63524.0,448810.0,5.0
63533.0,794890.0,9.0
63543.0,354244.0,4.0
63553.0,,5.0
63563.0,607130.0,7.0
,79533.0,1.0
63579.0,979390.0,10.0
,451563.0,5.0
63582.0,647189.0,7.0
,87428.0,1.0
,412280.0,5.0
63606.0,903324.0,10.0
63610.0,508487.0,6.0
63617.0,,10.0
63618.0,571937.0,6.0
63620.0,113303.0,1.0
,775196.0,9.0
63635.0,,10.0
,203764.0,2.0
63659.0,,9.0
63664.0,798675.0,9.0
,833918.0,9.0
63671.0,,7.0
,798490.0,9.0
,159688.0,2.0
63692.0,,9.0
63701.0,,2.0
63722.0,,2.0
63724.0,307213.0,3.0
,517831.0,6.0
63734.0,,6.0
63763.0,700881.0,8.0
,245562.0,3.0
63794.0,447056.0,5.0
,506360.0,6.0
,744560.0,8.0
63812.0,,4.0
,229398.0,3.0
,68337.0,1.0
,430567.0,5.0
63823.0,763085.0,8.0
63824.0,,1.0
63833.0,,6.0
63835.0,,4.0
,60511.0,1.0
,349217.0,4.0
63840.0,619029.0,7.0
63844.0,183668.0,2.0
63845.0,466783.0,5.0
63852.0,920571.0,10.0
,756557.0,8.0
63868.0,,6.0
,935206.0,10.0
63882.0,825574.0,9.0
,460461.0,5.0
,241281.0,3.0
63902.0,,6.0
63905.0,628669.0,7.0
,80425.0,1.0
,224557.0,3.0
63921.0,532241.0,6.0
63933.0,334229.0,4.0
63936.0,89855.0,1.0
63936.0,,6.0
63938.0,45080.0,1.0
,452095.0,5.0
63954.0,721718.0,8.0
,158633.0,2.0
63991.0,,3.0
63996.0,,9.0
64000.0,401836.0,4.0
,73891.0,1.0
,314855.0,4.0
64055.0,150804.0,2.0
,149613.0,2.0
64078.0,,1.0
64087.0,551066.0,6.0
64088.0,223472.0,3.0
64089.0,,1.0
64089.0,,4.0
64099.0,697303.0,8.0
64102.0,903957.0,10.0
64116.0,,9.0
,99678.0,1.0
,943997.0,10.0
64130.0,,4.0
64132.0,185011.0,2.0
64137.0,732266.0,8.0
64164.0,,10.0
,768554.0,8.0
64175.0,,7.0
64175.0,353784.0,4.0
,112297.0,1.0
,283268.0,3.0
,655027.0,7.0
64193.0,,6.0
64203.0,,3.0
64205.0,,4.0
,605752.0,7.0
,839060.0,9.0
64233.0,,2.0
64245.0,467587.0,5.0
,887105.0,10.0
64252.0,,9.0
,332500.0,4.0
,633681.0,7.0
64280.0,87609.0,1.0
,102594.0,1.0
,707574.0,8.0
,767591.0,8.0
64297.0,,3.0
64297.0,,2.0
64303.0,,2.0
64313.0,658932.0,7.0
64318.0,,8.0
64337.0,564004.0,6.0
,390479.0,4.0
64348.0,,7.0
64376.0,59515.0,1.0
64389.0,,4.0
,265937.0,3.0
,649440.0,7.0
,907000.0,10.0
64410.0,,2.0
,448749.0,5.0
64426.0,,8.0
64429.0,632172.0,7.0
,733813.0,8.0
64447.0,,8.0
64452.0,556879.0,6.0
64486.0,99279.0,1.0
64496.0,199607.0,2.0
64505.0,270050.0,3.0
64506.0,434320.0,5.0
64509.0,282994.0,3.0
64531.0,,3.0
,365604.0,4.0
64536.0,919075.0,10.0
64573.0,826232.0,9.0
64573.0,,2.0
,361537.0,4.0
,361297.0,4.0
,624741.0,7.0
64587.0,893972.0,10.0
64588.0,,7.0
64593.0,283018.0,3.0
64593.0,,9.0
,397799.0,4.0
,366971.0,4.0
,763694.0,8.0
64655.0,,1.0
64661.0,,10.0
,252116.0,3.0
64674.0,738149.0,8.0
64678.0,397260.0,4.0
64693.0,,9.0
,300959.0,3.0
64731.0,375599.0,4.0
64732.0,852932.0,9.0
64736.0,,6.0
,274218.0,3.0
64765.0,260045.0,3.0
64770.0,859821.0,9.0
64777.0,481300.0,5.0
